BCI-AV#,Blissymbol,English,Derivation - explanation,POS,Swedish,Derivation - explanation svenska ,Norwegian,Derivation - explanation Norwegian ,Finnish,Hungarian,German,Dutch,Afrikaans,Russian,Icelandic,Lithuanian,Latvian,Polish,French,Spanish,Portugese,Italian,Danish,WinBliss,
23648,,save_(computer)-(to),"(file,data_file_(digital) + future: combination of to keep and file + action indicator)",RED,spara (dator),"(file,data_file_(digital) + future: combination of to keep and file + action indicator)",lagre (PC),,tallentaa (tietokone),"menteni, elmenteni (szgép)",(Datei) sichern,"bewaren (computer), save (computer)","stoor, bewaar (rekenaar) (om te)",сохранять (компьютер),vista (tölva) (SO),,saglabāt (darbība datorā),"zapisz, zachowaj (komp)","enregistrer, sauvergarder, sauver (informatique)",guardar (ordenador),gravar a informção na disquete,"memorizzare, salvare (documento su dischetto)",(at) gemme (fil på disk),J#1#3#0#0#12#11#13##0#4*&H#1#1#0#3#13#34#14##0#4*&V#5#1#0#3#4#14#5##0#4*&W#1#2#0#4#10#35#11##0#4*&K#3#4#0#10#8#21#9##0#4*%£,
23649,,save_as_(computer)-(to),(save_(computer)-(to) + name + action indicator),RED,spara som (dator),(save_(computer)-(to) + name + action indicator),lagre som (PC),,tallentaa nimellä (tietokone),menteni másként (szgép),speichern (unter neuem Namen),"bewaren als (computer), save as (computer)",stoor as (rekenaar) (om te),сохранять как (компьютер),vista sem (tölva) (SO),,saglabāt kā (darbība datorā),zapisz jako (komp),"enregistrer sous, sauvergarder sous, sauver sous (informatique)",guardar como (ordenador),,salvare come,,J#1#3#0#0#12#11#13##0#4*&H#1#1#0#3#13#34#14##0#4*&V#5#1#0#3#4#14#5##0#4*&W#1#2#0#4#10#35#11##0#4*&K#3#4#0#10#8#21#9##0#4*&W#8#1#0#14#8#45#9##0#4*&H#2#1#0#16#10#47#11##0#4*%£,
23650,,schoolbag,(bag + book) Use appropriate classifier.,YELLOW,skolväska,(bag + book)  Use appropriate classifier.,skolesekk,,koululaukku,iskolatáska,Schultasche,boekentas,skooltas,"ранец, портфель",skólataska,,skolassoma,tornister,"cartable, mallette, sac d'école","mochila, bolso",mala da escola,cartella per la scuola,skoletaske,O#1#3#0#0#12#15#13##0#4*&W#4#1#0#0#12#15#13##0#4*&K#1#1#0#2#10#17#11##0#4*&L#1#1#0#10#8#43#9##0#4*&W#4#2#0#14#8#47#9##0#4*%£,
23651,,science,(causality + event: to research the cause of events),YELLOW,vetenskap,(causality + event: to research the cause of events),vitenskap,,tiede,tudomány,"Naturwissenschaft, Wissenschaft",wetenschap,wetenskap,наука,vísindi,,zinātne,"nauka, odkrywanie",science,ciencia,ciência,scienza,videnskab,J#1#1#0#0#8#25#9##0#4*&P#1#2#0#4#8#29#9##0#4*&H#2#1#0#10#10#33#11##0#4*&W#2#1#0#10#16#33#17##0#4*&W#2#2#0#12#10#35#11##0#4*%£,
23652,,"scientist,researcher",(person + science),BLUE,"forskare, vetenskapsman",(person + science),"vitenskapsmann, forsker",,"tiedemies, tutkija","tudós, kutató","Forscher, Forscherin",onderzoeker,"wetenskaplike, navorser",учёный,"vísindamaður, rannsakandi",,"zinātnieks, pētnieks, līdzstrādnieks","naukowiec, badacz","scientifique, chercheur","científico, investigador",,,,S#1#1#0#0#8#23#9##0#4*&J#1#1#0#6#8#25#9##0#4*&P#1#2#0#10#8#29#9##0#4*&H#2#1#0#16#10#33#11##0#4*&W#2#1#0#16#16#33#17##0#4*&W#2#2#0#18#10#35#11##0#4*%£,
23653,,sea_anemone,(water creature + flower: water creature looking similar to a flower),YELLOW,"havsanemon, sjöanemon",(water creature + flower: water creature looking similar to a flower),sjøanemone,,merivuokko,tengeri rózsa,Seeanemone,zeeanemoon,see anemoon,актиния,,,aktīnija,"ukwiał, koralowiec (roślina podwodna)","anémone de mer, actinie",anémona de mar,anémona do mar,anemone marino,,A#1#2#0#0#15#31#16##0#4*&J#1#1#0#0#12#31#13##0#4*&H#2#1#0#10#8#39#9##0#4*&W#2#2#0#12#12#41#13##0#4*%£,
23654,,sea_cucumber,(water creature + oval shape),YELLOW,sjögurka,(water creature + oval shape),sjøpølse,,merimakkara,tengeri uborka,Seegurke,zeekomkommer,see komkommer,морской огурец,sægúrka,,jūras gurķis,"strzykwa, ogórek morski","concombre de mer, holothurie",pepino de mar,,,,A#1#2#0#0#15#31#16##0#4*&J#1#1#0#0#12#31#13##0#4*&K#1#1#0#10#8#39#9##0#4*&K#1#3#0#10#14#39#15##0#4*&W#2#2#0#10#10#39#11##0#4*&W#2#2#0#14#10#43#11##0#4*%£,
23655,,sea_lion,(water_mammal_(with_tail) + to shout),YELLOW,sjölejon,(water_mammal_(with_tail) + to shout),sjøløve,,merileijona,oroszlánfóka,Seelöwe,zeeleeuw,see leeu,морской лев,sæljón,,jūras lauva,"uchatka, lew morski",lion de mer,león marino,leão marinho,,,K#1#2#0#0#14#30#15##0#4*&A#1#2#0#2#15#26#16##0#4*&J#1#1#0#2#12#26#13##0#4*&H#2#1#0#12#10#43#11##0#4*&Y#22#1#0#18#10#49#11##0#4*%£,
23656,,sea_urchin,(water creature + quills),YELLOW,sjöborre,(water creature + quills),sjøpinnsvin,,merisiili,tengeri sün,Seeigel,zee-egel,see urchin (pampoentjie),морской ёж,ígulker,,jūras ezis,"jeżowiec, szkarłupień",oursin,erizo de mar,,,,A#1#2#0#0#15#31#16##0#4*&J#1#1#0#0#12#31#13##0#4*&W#5#1#0#8#10#33#11##0#4*&W#5#1#0#10#10#35#11##0#4*&W#5#1#0#12#10#37#11##0#4*%£,
23657,,seal,(water_mammal_(with_tail) + fur),YELLOW,säl,(water_mammal_(with_tail) + fur),sel,,hylje,fóka,"Seehund, Robbe",zeehond,rob,тюлень,selur,,ronis,foka,phoque,sello,foca,,sæl,K#1#2#0#0#14#29#15##0#4*&A#1#2#0#2#15#31#16##0#4*&J#1#1#0#2#12#31#13##0#4*&K#5#4#0#10#10#40#11##0#4*&K#5#4#0#12#10#42#11##0#4*&K#5#4#0#14#10#44#11##0#4*%£,
23658,,seaweed,(water_(ground_level) + grass: representing plants growing in water) - Character (superimposed),YELLOW,"sjögräs, tång",(water_(ground_level) + grass: representing plants growing in water)  - Character (superimposed),"sjøgress, tang",,merilevä,hínár,Alge,zeewier,seewier,морская водоросль,þari,,jūraszāles,wodorost,algue,alga,erva do mar,alga marina,tang,A#1#2#0#0#15#15#16##0#4*&K#2#1#0#4#12#37#13##0#4*%£,
23659,,"select_all,mark_all-(to)",(to select + all + action indicator),RED,markera allt,(to select + all + action indicator),"velg alt(PC), merk alt (PC)",,valita kaikki,"mindet kiválasztani, összest kijelölni",(alles) markieren,selecteer alles,"selekteer alles, merk alles (om te)",выбирать всё,velja allt (SO),,iezīmēt visu (darbība datorā),zaznacz wszystko,sélectionner tout,"seleccionar todo, marcar todo",,selezionare tutto,,H#2#1#0#0#12#33#13##0#4*&T#4#1#0#0#8#33#9##0#4*&W#2#1#0#0#12#35#13##0#4*&V#5#1#0#1#4#34#5##0#4*&Q#1#1#0#2#14#35#15##0#4*&L#1#1#0#6#8#41#9##0#4*&T#3#1#0#6#8#41#9##0#4*%£,
23660,,shellfish,(generalization + clam),YELLOW,skaldjur,(generalization + clam),skalldyr,,äyriäinen,"mészhéjú álaltok, pl. kagylók, rákfélék","Krebstier, Schalentier",zeevruchten,skulpvis,моллюск,skelfiskur,,"vēžveidīgais, mīkstmiesis","małż, skorupiak (w muszli)",crustacés,marisco,,,,H#2#1#0#0#8#27#9##0#4*&T#4#1#0#0#12#27#13##0#4*&A#1#2#0#6#17#25#16##0#4*&K#3#1#0#6#12#25#13##0#4*&K#3#3#0#6#14#25#15##0#4*&W#4#1#0#6#14#25#15##0#4*%£,
23661,,shepherd,(person + sheep),BLUE,herde,(person + sheep),gjeter,,lammaspaimen,"juhpásztor, juhász, pásztor","Schäfer, Schäferin",herder,herder,пастух,fjárhirðir,,gans,pasterz,berger,pastor,pastor,pastore,hyrde,S#1#1#0#0#8#29#9##0#4*&V#2#1#0#6#12#35#13##0#4*&W#4#1#0#6#12#35#13##0#4*&K#1#3#0#10#10#39#11##0#4*&V#2#1#0#10#12#39#13##0#4*&C#1#1#0#16#8#45#9##0#4*%£,
23662,,shoot-(to),(gun + action indicator),RED,skjuta,(gun + action indicator),skyte,,ampua,lőni,"schießen, abfeuern",schieten,skiet (om te),стрелять,skjóta (SO),,"šaut, izšaut",strzelać,tirer,disparar,disparar,sparare,(at) skyde,W#2#1#0#0#12#23#13##0#4*&K#1#3#0#1#12#26#13##0#4*&W#4#1#0#4#12#27#13##0#4*&V#5#1#0#5#4#30#5##0#4*%£,
23663,,siren_of_the_woods,(make-believe woman + tree),BLUE,"skogsrå, huldra",(make-believe woman + tree),"fantasifigur skogsalv, hulder",,metsänneito,erdei nimfa,"Waldelfe, Sirene des Waldes",boomnimf,boomnimf woudnimf,Лесная фея,,,Meža nimfa,"syrena drzewna, nimfa leśna lub galion",personnage imaginaire féminin (arbre),sirena del bosque,,,,W#4#1#0#0#8#27#9##0#4*&H#2#1#0#2#4#29#5##0#4*&U#2#1#0#2#12#31#13##0#4*&W#2#2#0#4#4#31#5##0#4*&W#2#2#0#4#8#33#9##0#4*&K#2#3#0#10#8#41#9##0#4*&K#2#4#0#14#8#45#9##0#4*&W#4#2#0#14#8#45#9##0#4*%£,
23664,,"software,computer_program,application,app",(plan + digits_(computer)),YELLOW,"dataprogram, program (dator), applikation, app",(plan + digits_(computer)),"dataprogram, software",,tietokoneohjelma,"szoftver, számítógép program","Computerprogramm, Software, App","software, computer programma","sagteware, rekenaar program, applikasie","программное обеспечение, компьютерная программа",hugbúnaður,,programmatūra datoram,"program komputerowy, software","logiciel, programme informatique","software, programa de ordenador",,programma del computer,,J#1#1#0#0#8#31#9##0#4*&P#1#1#0#0#12#31#13##0#4*&H#1#1#0#10#13#43#14##0#4*&W#1#2#0#11#10#44#11##0#4*%£,
23665,,spell-(to),(alphabet + action indicator),RED,stava,(alphabet + action indicator),stave,,tavata,betűzni,buchstabieren,spellen,spel (om te),"читать по буквам, читать по слогам",stafa (SO),,"lādēt, nolādēt",literować,"orthographier, épeler",deletrear,soletrar,compitare,stave,Z#1#1#0#0#10#31#11#a#0#6*&V#5#1#0#3#4#34#5##0#4*&Z#1#1#0#3#10#34#11#b#0#6*&Z#1#1#0#6#10#37#11#c#0#6*%£,
23666,,sport_elf,(little person + sport),BLUE,"sportälva, sportalf",(little person + sport),fantasifigur sportsalv,,urheilukeiju,"sportmanó, sport-elf, sporttündér",Sportelfe (Island),sportelf,sport kabouter,спортивный эльф,íþróttaálfur,,"sporta elfs, elfa",duch sportu (istota),personnage imaginaire (elfe des sports),mascota de deporte,,,,W#4#1#0#0#8#35#9##0#4*&H#2#1#0#2#4#37#5##0#4*&S#1#1#0#2#8#37#9##0#4*&W#2#2#0#4#4#39#5##0#4*&W#2#1#0#10#12#45#13##0#4*&W#2#1#0#10#16#45#17##0#4*&W#2#2#0#12#12#47#13##0#4*&V#2#1#0#16#12#41#13##0#4*&W#2#1#0#16#12#41#13##0#4*&W#2#2#0#16#8#41#9##0#4*&W#4#2#0#20#8#45#9##0#4*%£,
23667,,steal-(to),(to take + negative + action indicator),RED,stjäla,(to take + negative + action indicator),stjele,,"varastaa, anastaa","lopni, ellopni, meglopni","stehlen, klauen",stelen,steel (om te),"красть, воровать","stela, ræna (SO)",,"zagt, nozagt",kraść,"voler, prendre, s'approprier",robar,roubar,"rubare, borseggiare",stjæle,V#9#3#0#0#8#23#9##0#4*&V#5#1#0#1#4#24#5##0#4*&J#1#3#0#6#12#37#13##0#4*&F#1#3#0#8#8#39#9##0#4*&W#2#1#0#16#12#47#13##0#4*&Y#22#1#0#22#10#53#11##0#4*%£,
23668,,stew,(sauce + animal + part: combination of sauce and diced meat),YELLOW,köttgryta,(sauce + animal + part: combination of sauce and diced meat),"stuing, kjøttgryte",,"lihapata, muhennos","pörkölt, ragu","Eintopf, Eintopfgericht",vleessaus,bredie,тушеное мясо,kássa,,"sautējums, gaļas",gulasz mięsny,ragoût,estofado,estufado,stufato,,A#1#2#0#0#11#25#12##0#4*&H#2#1#0#2#10#9#11##0#4*&R#2#3#0#2#14#27#15##0#4*&W#2#1#0#2#16#9#17##0#4*&V#2#1#0#10#12#17#13##0#4*&W#4#1#0#10#12#17#13##0#4*&V#2#1#0#14#12#21#13##0#4*&W#2#1#0#20#12#45#13##0#4*&Q#1#1#0#22#10#47#11##0#4*&Q#1#1#0#22#14#47#15##0#4*%£,
23669,,subject_(of_study),(part of + knowledge),YELLOW,"ämneskunskap, ämne",(part of + knowledge),studieemne,,oppiaine,tantárgy,Fachgebiet,"vak (studie), studievak",vak (studie),тема (в обучении),fag,,"pētījuma jautājums, temats","część, wycinek wiedzy, studiów","sujet, matière (cours, étude)",materia (de estudio),tema,soggetto,,W#2#1#0#0#12#27#13##0#4*&Q#1#1#0#2#10#29#11##0#4*&Q#1#1#0#2#14#29#15##0#4*&J#1#1#0#6#8#33#9##0#4*&O#1#3#0#6#12#33#13##0#4*%£,
23670,,switch,(tool + cause + action),YELLOW,kontakt,(tool + cause + action),"håndtak, vrider",,"katkaisija, kytkin",kapcsoló,"Taste, Druckschalter, Schalter",schakelaar,skakelaar,переключатель,,,slēdzis,"przełącznik, włącznik",interrupteur,Interruptor,interruptor de pedal,"pedale, cuscinetto a pedale",pudekontakt,V#9#3#0#0#8#29#9##0#4*&L#2#1#0#2#10#31#11##0#4*&P#1#2#0#8#8#37#9##0#4*&V#2#1#0#12#12#43#13##0#4*%£,
23671,,swordfish,(fish + sword),YELLOW,svärdfisk,(fish + sword),sverdfisk,,miekkakala,kardhal,Schwertfisch,zwaardvis,swaardvis,рыба-меч,sverðfiskur,,zobenzivs,"ryba miecz, miecznik",espadon,pez espada,,,,J#1#1#0#0#12#23#13##0#4*&J#1#3#0#0#12#23#13##0#4*&W#6#1#0#10#12#29#13##0#4*&W#8#2#0#10#8#29#9##0#4*%£,
23672,,"tablet_computer,tablet,tablet_PC_(2)",(computer + hand) SYMBOL SYNONYM,YELLOW,"datorplatta, pekdator (2)",(computer + hand)  SYMBOL SYNONYM,"datamaskin håndholdt, tablet (PC) (2)",,tablet PC,"tablet, táblagép","Tablet, Flachcomputer (2)","tablet computer, tablet (computer) (2)",tabletrekenaar (2),"планшетный компьютер, планшет (2)",spjaldtölva,,planšetdators (2),"tablet PC, komputer z ekranem dotykowym","tablette PC, tablette électronique, ordinateur tablette (2)",tablet PC (2),,,,H#3#1#0#0#8#11#9##0#4*&G#1#1#0#2#12#13#13##0#4*&H#1#1#0#10#13#41#14##0#4*&W#1#2#0#11#10#42#11##0#4*&V#9#3#0#14#8#39#9##0#4*%£,
23673,,tabletop,(table + pointer to the top) - Character (superimposed - pointer),YELLOW,bordsskiva,(table + pointer to the top)  - Character (superimposed - pointer),bordplate,,pöytälevy,"asztaltető, asztallap",Tischplatte,tafelblad,tafelblad,столешница,borðplata,,galdvirsma,blat biurka,"dessus de table, tablette",mesa,,gioco elettrico da tavolo,,O#1#1#0#0#12#31#13##0#4*&R#2#3#0#2#9#33#10##0#4*%£,
23674,,"tailor,dressmaker,seamstress",(person + to make + clothes),BLUE,"skräddare, sömmerska",(person + to make + clothes),skredder,,"räätäli, ompelija","szabó, varrónő","Schneider, Schneiderin","kleermaker, naaister",naaldwerker,портной,klæðskeri,,"drēbnieks, šuvēja","krawiec, krawcowa, szwaczka","tailleur, couturier","modista, sastre, costurera",,,,S#1#1#0#0#8#15#9##0#4*&R#1#1#0#6#12#41#13##0#4*&W#4#1#0#6#16#41#17##0#4*&C#1#1#0#16#8#51#9##0#4*&R#1#1#0#16#8#51#9##0#4*%£,
23675,,"teacher,pedagogue,educator",(person + to exchange + knowledge),BLUE,"lärare, pedagog",(person + to exchange + knowledge),"lærer, pedagog",,"opettaja, pedagogi","tanító, tanár, pedagógus","Lehrer, Lehrerin, Pädagoge, Pädagogin","onderwijzer, onderwijzeres, leraar, juf, leerkracht","onderwyseres, juffrou, pedagoog, opvoedkundige","учитель, педагог, преподаватель",kennari,,"skolotājs, pedagogs, izglītības darbinieks, (-ce)","nauczyciel, pedagog, wychowawca","enseignant, pédagogue, éducateur","maestro, pedagogo, educador",docente,insegnante,lærer,S#1#1#0#0#8#31#9##0#4*&J#1#3#0#6#12#45#13##0#4*&F#1#3#0#8#8#47#9##0#4*&R#2#1#0#8#8#47#9##0#4*&J#1#1#0#16#8#55#9##0#4*&O#1#3#0#16#12#55#13##0#4*%£,
23676,,"teacher,pedagogue,educator_(in_combinations)",(person + knowledge: person + to teach [contraction]) Used in conjunction with a specifier.,BLUE,"lärare, pedagog (i kombinationer)",(person + knowledge: person + to teach [contraction])  Used in conjunction with a specifier.,pedagog (brukes i kombinasjon),,"opettaja, pedagogi","tanító, tanár, pedagógus (szóösszetételben)","Lehrer, Lehrerin, Pädagoge, Pädagogin (in Kombinationen)","onderwijzer, onderwijzeres, leraar, juf, leerkracht","onderwyseres, juffrou, pedagoog, opvoedkundige (in kombinasie)","учитель, педагог (в комбинации)",kennari (allskyns),,"skolotājs, pedagogs, izglītības darbinieks (dažādās nozīmēs)","nauczyciel, pedagog (specjalista)",enseignant (classificateur),"maestro, pedagogo, educador (en combinaciones)",docente,insegnante,lærer,S#1#1#0#0#8#41#9##0#4*&J#1#1#0#6#8#55#9##0#4*&O#1#3#0#6#12#55#13##0#4*%£,
23677,,telephone_card,(card + telephone),YELLOW,telefonkort,(card + telephone),telefonkort,,puhelinkortti,telefonkártya,Telefonkarte,telefoonkaart,telefoonkaart,телефонная карта,símabréf,,telefona karte,karta telefoniczna,carte de téléphone,tarjeta de teléfonos,,carta telefonica,,O#2#2#0#0#10#21#11##0#4*&W#2#2#0#0#10#21#11##0#4*&H#2#1#0#10#10#13#11##0#4*&E#1#1#0#12#8#15#9##0#4*&W#2#1#0#18#12#21#13##0#4*&W#6#2#0#18#8#21#9##0#4*&W#6#2#0#18#12#21#13##0#4*%£,
23678,,temporary_home,(home + limited time),YELLOW,korttidshem,(home + limited time),bolig midlertidig,,"sijaiskoti, tilapäiskoti",átmeneti othon,"Behelfsheim, Übergangswohnung",kortverblijf,tydelike verblyf,временный дом,tímabundið heimili,,pagaidu mājas,mieszkanie tymczasowe,logement temporaire,casa temporal,,abitazione provvisoria,,D#1#1#0#0#8#15#9##0#4*&B#1#1#0#10#8#43#9##0#4*&H#3#1#0#20#8#47#9##0#4*&W#4#2#0#20#8#47#9##0#4*&W#2#1#0#24#12#51#13##0#4*&W#2#2#0#24#8#51#9##0#4*&W#4#2#0#28#8#55#9##0#4*%£,
23679,,text_phone,(telephone + alphabet),YELLOW,texttelefon,(telephone + alphabet),teksttelefon,,tekstipuhelin,szövegtelefon (hallássérültek részére),Fernschreiber,teksttelefoon,teks telefoon,текстофон,síma skilaboð,,teksta telefons,telefon tekstowy,message téléphonique écrit,teléfono de texto,,tastiera del telefono,,H#2#1#0#0#10#15#11##0#4*&E#1#1#0#2#8#17#9##0#4*&W#2#1#0#8#12#23#13##0#4*&W#6#2#0#8#8#23#9##0#4*&W#6#2#0#8#12#23#13##0#4*&Z#1#1#0#14#10#37#11#a#0#6*&Z#1#1#0#17#10#40#11#b#0#6*&Z#1#1#0#20#10#43#15#c#0#6*%£,
23680,,"theologian,theologist",(person + theology,BLUE,teolog,(person + theology,teolog,,"teologi, uskontotieteilijä","teológus, hittudós","Theologe, Theologin",theoloog,teoloog,"теолог, теологист",trúarfræðingur,,teologs,teolog,théologien,teólogo,,,,S#1#1#0#0#8#21#9##0#4*&J#1#1#0#6#8#25#9##0#4*&V#1#1#0#6#8#25#9##0#4*&W#4#1#0#6#16#25#17##0#4*&B#1#1#0#16#8#45#9##0#4*&U#1#1#0#16#8#45#9##0#4*&W#1#1#0#16#12#45#13##0#4*&W#9#1#0#16#4#45#5##0#4*&W#9#3#0#20#4#49#5##0#4*&W#1#1#0#22#12#51#13##0#4*%£,
23681,,"theology,philosophy_of_religion",(body of learning + God-based religion: system of religious beliefs and theories),YELLOW,teologi,(body of learning + God-based religion: system of religious beliefs and theories),"teologi, religionsvitenskap",,"teologia, uskonnon filosofia","teológia, hittudomány",Theologie,theologie,"teologie, filosofie van geloof",теология,trúarbragðafræði,,"teoloģija, reliģijas filozofija","teologia, filozofia religijna","théologie, philosophie religieuse (science)","teología, filosofía de la religión",,,,J#1#1#0#0#8#25#9##0#4*&V#1#1#0#0#8#25#9##0#4*&W#4#1#0#0#16#25#17##0#4*&B#1#1#0#10#8#45#9##0#4*&U#1#1#0#10#8#45#9##0#4*&W#1#1#0#10#12#45#13##0#4*&W#9#1#0#10#4#45#5##0#4*&W#9#3#0#14#4#49#5##0#4*&W#1#1#0#16#12#51#13##0#4*%£,
23682,,"therapy_centre,rehabilitation_centre",(building + therapy),YELLOW,"rehabiliteringscenter, habiliteringscenter",(building + therapy),"rehabiliteringssenter, habiliteringssenter",,"kuntoutuskeskus, kuntoutuslaitos","rehabilitációs központ, terápiás centrum ",Rehabilitationszentrum,revalidatiecentrum,"terapie sentrum, rehabilitasie sentrum","реабилитационный центр, ценрт терапии",meðferðarheimili,,"terapijas centrs, rehabilitācijas centrs","ośrodek terapii, ośrodek rehabilitacyjny","centre de rééducation, centre de revalidation",centro de rehabilitación,,centro terapeutico,,D#1#1#0#0#8#21#9##0#4*&W#2#1#0#10#16#19#17##0#4*&V#1#1#0#12#8#21#9##0#4*&W#2#1#0#18#16#27#17##0#4*%£,
23683,,thief,(person + receiving + negative: person + to steal [contraction]),BLUE,tjuv,(person + receiving + negative: person + to steal [contraction]),tyv,,varas,tolvaj,"Dieb, Einbrecher","inbreker, dief","dief, inbreker",вор,þjófur,,zaglis,złodziej,"voleur, cambrioleur",ladrón,ladrão,ladro,tyv,S#1#1#0#0#8#25#9##0#4*&J#1#3#0#6#12#37#13##0#4*&F#1#3#0#8#8#39#9##0#4*&W#2#1#0#16#12#47#13##0#4*&Y#22#1#0#22#10#53#11##0#4*%£,
23684,,Tibet,(country + dharma wheel),YELLOW,Tibet,(country + dharma wheel),Tibet,,Tiibet,Tibet,Tibet,Tibet,Tibet,Тибет,Tíbet,,Tibeta,Tybet,Tibet,Tibet ,,,,W#4#1#0#0#16#27#17##0#4*&L#2#1#0#4#8#31#9##0#4*&W#4#2#0#4#8#31#9##0#4*&H#3#1#0#10#8#37#9##0#4*&W#7#1#0#11#9#38#10##0#4*&W#7#2#0#11#9#38#10##0#4*%£,
23685,,tomato_sauce,(sauce + tomato),YELLOW,"tomatsås, tomatpuré",(sauce + tomato),tomatsaus,,tomaattikastike,paradicsomszósz,"Tomatenmark, Tomatensoße","tomatenpuree, tomatensaus","tamatie sous, tamatie puree",томатный соус,tómatssósa,,tomātu biezenis,sos pomidorowy,sauce tomate,salsa de tomate,puré de tomate,concentrato di pomodoro,tomatsovs,A#1#2#0#0#11#17#12##0#4*&H#2#1#0#2#10#19#11##0#4*&R#2#3#0#2#14#19#15##0#4*&W#2#1#0#2#16#19#17##0#4*&K#2#3#0#10#16#25#17##0#4*&W#4#1#0#10#16#25#17##0#4*&H#2#1#0#12#12#27#13##0#4*&H#2#1#0#20#10#35#11##0#4*&W#2#1#0#20#16#35#17##0#4*&Q#1#1#0#22#12#37#13##0#4*&H#2#1#0#26#10#41#11##0#4*%£,
23686,,tooth_fairy,(fairy + teeth),BLUE,tandfe,(fairy + teeth),fantasifigur tannfe,,hammaskeiju,"Fogtündér, Fogmanó",Zahnfee,tandenfee,tande fee,зубная фея,tannálfur,,"zobu laumiņa, feja","zębowa wróżka, wróżka - zębuszka",personnage imaginaire (fée des dents),ratoncito Pérez,,,,W#4#1#0#0#8#27#9##0#4*&H#2#1#0#2#4#29#5##0#4*&U#2#1#0#2#12#31#13##0#4*&W#2#2#0#4#4#31#5##0#4*&W#2#2#0#4#8#33#9##0#4*&T#5#1#0#10#8#39#9##0#4*&W#4#2#0#11#8#40#9##0#4*&U#2#3#0#14#12#45#13##0#4*&U#2#3#0#18#12#49#13##0#4*%£,
23687,,touch_screen,"(computer_screen,monitor + hand)",YELLOW,pekskärm,"(computer_screen,monitor + hand)","berøringsskjerm, touch screen (PC), pekeskjerm",,kosketusnäyttö,érintő képernyő,Touchscreen,aanraakscherm,raak skerm,сенсорный экран,snertiskjár,,skārienjutīgs ekrāns,ekran dotykowy,écran tactile,pantalla táctil,ecrã táctil,schermo sensibile al tatto,touchskærm,L#1#1#0#0#8#23#9##0#4*&H#2#1#0#10#10#39#11##0#4*&Q#1#1#0#12#12#41#13##0#4*&H#1#1#0#16#13#41#14##0#4*&W#1#2#0#17#10#42#11##0#4*&W#6#1#0#20#12#47#13##0#4*&W#4#2#0#24#8#51#9##0#4*%£,
23688,,"touchpad,trackpad",(pointing device + finger),YELLOW,styrplatta (pekdon),(pointing device + finger),"berøringstast (PC), touch pad, trackpad (PC)",,tasohiiri,"touchpad, trackpad, tapipad, ujjbeviteli vezérlő","Touchpad, Trackpad",touchpad,"raakblad, touchpad, trackpad",сенсорная панель,snertiborð,,skārienjutīgs panelis,"touchpad, gładzik",pointeur tactile,touchpad,,touchpad,,V#9#3#0#0#8#29#9##0#4*&L#2#1#0#2#10#31#11##0#4*&W#4#1#0#8#12#37#13##0#4*&W#6#1#0#8#12#37#13##0#4*&W#6#1#0#18#12#47#11##0#4*&W#4#2#0#22#8#51#7##0#4*&R#2#4#0#23#6#52#7##0#4*%£,
